4 7 8 3  5.990026
2 7 8 1  6.959346
4 5 8 3  5.406233
4 5 6 2  14.2974
5 7 8 2  5.841499
4 7 8 1  6.668284
4 5 7 1  6.668524
4 5 8 1  5.651963
6 7 8 1  8.343542
4 6 8 2  6.310731
4 7 8 3  43.44447
2 7 8 1  7.950259
4 5 8 3  4.334174
4 5 6 2  4.926467
5 7 8 2  4.668709
4 7 8 1  4.546262
4 5 7 1  4.421911
4 5 8 1  4.901992
6 7 8 1  5.149509
4 6 8 2  5.137451
