1.963496 1.649336 1.954695
1.178097 2.748894 0
2.748894 2.748894 0
1.178097 0.3926991 0
1.178097 1.178097 0
2.748894 3.534292 0
2.748894 0.3926991 0
1.178097 3.534292 0
2.748894 1.178097 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 2.748894 3.071898
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 0.3926991 2.674469
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 3.534292 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.178097 1.963496 0
1.963496 1.649336 15.79381
1.178097 1.649336 364.739
2.748894 1.649336 121.6835
